snapshot-date	sku	fnsku	asin	product-name	condition	available	pending-removal-quantity	inv-age-0-to-90-days	inv-age-91-to-180-days	inv-age-181-to-270-days	inv-age-271-to-365-days	inv-age-365-plus-days	currency	units-shipped-t7	units-shipped-t30	units-shipped-t60	units-shipped-t90	alert	your-price	sales-price	lowest-price-new-plus-shipping	lowest-price-used	recommended-action	DEPRECATED healthy-inventory-level	recommended-sales-price	recommended-sale-duration-days	recommended-removal-quantity	estimated-cost-savings-of-recommended-actions	sell-through	item-volume	volume-unit-measurement	storage-type	storage-volume	marketplace	product-group	sales-rank	days-of-supply	estimated-excess-quantity	weeks-of-cover-t30	weeks-of-cover-t90	featuredoffer-price	sales-shipped-last-7-days	sales-shipped-last-30-days	sales-shipped-last-60-days	sales-shipped-last-90-days	inv-age-0-to-30-days	inv-age-31-to-60-days	inv-age-61-to-90-days	inv-age-181-to-330-days	inv-age-331-to-365-days	estimated-storage-cost-next-month	inbound-quantity	inbound-working	inbound-shipped	inbound-received	no-sale-last-6-months	Total Reserved Quantity	unfulfillable-quantity	quantity-to-be-charged-ais-181-210-days	estimated-ais-181-210-days	quantity-to-be-charged-ais-211-240-days	estimated-ais-211-240-days	quantity-to-be-charged-ais-241-270-days	estimated-ais-241-270-days	quantity-to-be-charged-ais-271-300-days	estimated-ais-271-300-days	quantity-to-be-charged-ais-301-330-days	estimated-ais-301-330-days	quantity-to-be-charged-ais-331-365-days	estimated-ais-331-365-days	quantity-to-be-charged-ais-365-plus-days	estimated-ais-365-plus-days	historical-days-of-supply	fba-minimum-inventory-level	fba-inventory-level-health-status	Recommended ship-in quantity	Recommended ship-in date	Last updated date for Historical Days of Supply	Exempted from Low-Inventory-Level fee?	Low-Inventory-Level fee applied in current week?	Short term historical days of supply	Long term historical days of supply	Inventory age snapshot date	Inventory Supply at FBA	Reserved FC Transfer	Reserved FC Processing	Reserved Customer Order	Total Days of Supply (including units from open shipments)
2024-10-15	014-DeseretIndust-6.4.24-Jim-471	X0049MGM9T	1621572668	Measure of a Man: From Auschwitz Survivor to Presidents' Tailor	Used	1	0	0	1	0	0	0	USD					Low conversion	32.98	0.0	23.55	7.65	Create sale		23.55	9	0	8.85	0.0	0.032522	cubic feet		0.032522	US	gl_book	564438		1			23.35					0	0	0	0	0	0.07	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	039-DeseretIndust-7.25.24-Jim-615	X004C1YTMT	B000PHBWT6	Children of the Promise, volume 1,2,3,4,5. Rumors of War, Since You Went Away, Far from Home, When We Meet Again, As Long As I Have You [5 volume set]	Used	1	0	1	0	0	0	0	USD					Low conversion	70.95	0.0	0.0	70.94	Lower price		70.24	9	0	60.85	2.25	0.284377	cubic feet	Standard	0.284377	US	gl_book	1073547		0			70.94					0	0	1	0	0	0.63	3	3	0	0		0	0																								41.0	2024-10-12	4	0	0	0	
2024-10-15	036-DeseretIndust-6.1.24-Jim-277	X0049IE9X9	1951097955	Facts About Cats and Dogs	Used	1	0	0	1	0	0	0	USD					Low traffic	28.5	0.0	0.0	28.5	Create sale		22.8	9	0	5.64	0.0	0.007813	cubic feet		0.007813	US	gl_book			1			28.5					0	0	0	0	0	0.02	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	017-NPS-5.21.24-Jim-181	X00490QWLJ	1665711396	The Next Cmo: A Guide to Operational Marketing Excellence	Used	21	0	0	21	0	0	0	USD					Low conversion	5.98	0.0	14.93	5.97	AlreadyOnReducedSale		0.0	0	0	91.33	0.0	0.018025	cubic feet	Standard	0.378525	US	gl_book	737364		21			14.93					0	0	0	0	0	0.83	0	0	0	0		0	0																	Excess								2024-10-13	21	0	0	0	
2024-10-15	017-DeseretIndust-5.28.24-Jim-180	X0049B7OBF	044654759X	Safe Haven	Used	1	0	0	1	0	0	0	USD					Low traffic	7.56	0.0	11.52	5.0	Create sale		7.18	9	0	6.86	0.0	0.033042	cubic feet	Standard	0.033042	US	gl_book	399296		1			11.52					0	0	0	0	0	0.07	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	038-DeseretIndust-8.19.24-Jim-957	X004D4ST99	1879628333	Legendary Lake Pend Oreille	Used	1	0	1	0	0	0	0	USD					Low traffic	19.94	0.0	26.0	19.94	Advertise listing		15.95	9	0	8.02	0.0	0.041156	cubic feet	Standard	0.041156	US	gl_book	716415		0			26.0					0	1	0	0	0	0.09	0	0	0	0		0	0																									2024-10-13	1	0	0	0	
2024-10-15	008-DeseretIndust-6.4.24-Jim-227	X0049M8E2H	0300197705	Fashion Plates: 150 Years of Style	Used	1	0	0	1	0	0	0	USD					Low traffic	23.02	0.0	57.54	23.02	Create sale		18.42	9	0	13.63	0.0	0.059373	cubic feet		0.059373	US	gl_book	2432515		1			56.03					0	0	0	0	0	0.13	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	018-DeseretIndust-5.28.24-Jim-746	X0049B7R4T	1639931015	Swimming in a Sea of Stars | A Young Adult Novel - Suicide Prevention	Used	1	0	0	1	0	0	0	USD					Low conversion	19.99	0.0	15.99	13.28	Create sale		15.99	9	0	6.71	0.0	0.030905	cubic feet	Standard	0.030905	US	gl_book	792155		1			15.99					0	0	0	0	0	0.07	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	044-NPS-6.4.24-Jim-615	X0049MJQ9H	1737900408	Ruthless Equity: Disrupt the Status Quo and Ensure Learning for ALL Students	Used	1	0	0	1	0	0	0	USD					Low conversion	16.9	0.0	17.89	16.8	AlreadyOnReducedSale		0.0	0	0	4.54	0.22	0.01692	cubic feet		0.01692	US	gl_book	116658		1			17.89					0	0	0	0	0	0.04	0	0	0	0		0	0															416.0		Excess			2024-10-14	Yes	No	145.0	416.0	2024-10-12	1	0	0	0	
2024-10-15	033-DeseretIndust-6.1.24-Jim-099	X0049I9HGX	0316601039	Cold Zero: Inside the FBI Hostage Rescue Team	Used	1	0	0	1	0	0	0	USD					Low traffic	8.16	0.0	17.5	8.16	AlreadyOnReducedSale		0.0	0	0	10.39	0.0	0.050175	cubic feet		0.050175	US	gl_book	852871		1			15.5					0	0	0	0	0	0.11	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	034-DeseretIndust-5.28.24-Jim-744	X0049BGQR3	0451475763	Never Ever	Used	1	0	0	1	0	0	0	USD					Low traffic	16.55	0.0	25.47	9.6	Create sale		15.72	9	0	7.27	0.0	0.03398	cubic feet	Standard	0.03398	US	gl_book	215554		1			25.48					0	0	0	0	0	0.07	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	040-DeseretIndust-7.25.24-Jim-670	X004C26YM1	1568493673	The Naked Communist	Used	1	0	1	0	0	0	0	USD					Low traffic	58.98	0.0	0.0	53.79	Lower price		47.18	9	0	12.19	0.0	0.034418	cubic feet	Standard	0.034418	US	gl_book	3221051		0			53.69					0	0	1	0	0	0.08	3	3	0	0		0	0																									2024-10-12	4	0	0	0	
2024-10-15	008-DeseretIndust-7.25.24-Jim-040	X004C26RLT	B0B2ZP27TC	Behind the Bill of Rights: Timeless Principles that Make it Tick	Used	1	0	1	0	0	0	0	USD					Low traffic	16.3	0.0	19.14	16.3	Advertise listing		13.04	9	0	5.51	0.0	0.026925	cubic feet	Standard	0.026925	US	gl_book	955408		0			19.14					0	0	1	0	0	0.06	3	3	0	0		0	0																									2024-10-12	4	0	0	0	
2024-10-15	001-Bookmine-Amaz-8.7.24-Jim-535	X004CKSVSX	0470673648	Movies and American Society	Used	1	0	1	0	0	0	0	USD					Low traffic	59.99	0.0	67.95	40.3	Advertise listing		47.99	9	0	10.19	0.0	0.023406	cubic feet	Standard	0.023406	US	gl_book	2013272		0			67.95					0	1	0	0	0	0.05	0	0	0	0		0	0																									2024-10-13	1	0	0	0	
2024-10-15	020-NPS-6.20.24-Jim-776	X004ADSXNZ	1538743167	Unnatural Death: A Scarpetta Novel (Kay Scarpetta)	Used	1	0	0	1	0	0	0	USD					Low conversion	11.81	0.0	14.24	6.08	Create sale		9.45	9	0	11.4	0.0	0.056704	cubic feet		0.056704	US	gl_book	14344		1			14.99					0	0	0	0	0	0.12	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	019-DeseretIndust-8.19.24-Jim-031	X004D4X6FL	006023413X	Coat of Many Colors	Used	1	0	1	0	0	0	0	USD					Low conversion	14.92	0.0	33.45	10.98	Lower price		11.94	9	0	4.58	0.0	0.023074	cubic feet	Standard	0.023074	US	gl_book	432121		0			10.98					0	1	0	0	0	0.05	0	0	0	0		0	0																									2024-10-13	1	0	0	0	
2024-10-15	006-DeseretIndust-7.12.24-Jim-126	X004BI2D3F	0692569049	From the Restaurants of Park City, A Mountain Town's Cookbook - book one	Used	1	0	1	0	0	0	0	USD					Low traffic	18.39	0.0	0.0	18.38	Lower price		18.21	9	0	7.74	0.0	0.038544	cubic feet	Standard	0.038544	US	gl_book	2376657		0			18.38					0	1	0	0	0	0.08	0	0	0	0		0	0																									2024-10-13	1	0	0	0	
2024-10-15	032-NPS-7.25.24-Jim-631	X004C23ASR	1984826832	Who Do You Say I Am?: Daily Reflections on the Bible, the Saints, and the Answer That Is Christ	Used	2	0	2	0	0	0	0	USD					Low traffic	14.39	0.0	15.35	10.99	Advertise listing		11.51	9	0	8.73	0.0	0.019872	cubic feet	Standard	0.039744	US	gl_book	1137630		0			15.35					0	0	2	0	0	0.09	6	6	0	0		0	0																									2024-10-13	8	0	0	0	
2024-10-15	014-DeseretIndust-6.26.24-Jim-230	X004AU96NJ	0133612600	Drive Right: Grade 9	Used	6	0	0	7	0	0	0	USD					Low conversion	25.98	0.0	108.0	16.94	Create sale		16.94	9	0	49.12	0.0	0.03256	cubic feet		0.19536	US	gl_book	873857		6			16.94					0	0	0	0	0	0.43	0	0	0	0		0	0																	Excess								2024-10-13	6	0	0	0	
2024-10-15	019-DeseretIndust-5.25.24-Jim-841	X0049739WH	1421529130	Tegami Bachi, Letter Bee, Vol. 1: Letter and Letter Bee	Used	1	0	0	1	0	0	0	USD					Low traffic	18.68	0.0	32.85	9.99	Create sale		9.99	9	0	4.49	0.0	0.015058	cubic feet	Standard	0.015058	US	gl_book	687005		1			9.99					0	0	0	0	0	0.03	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	040-DeseretIndust-7.12.24-Jim-876	X004BI3PJ1	0812928318	Pumping Irony: Working Out the Angst of a Lifetime	Used	1	0	1	0	0	0	0	USD					Low traffic	20.35	0.0	10.45	6.38	Lower price		16.28	9	0	5.49	0.0	0.02088	cubic feet	Standard	0.02088	US	gl_book	2295986		0			10.45					0	1	0	0	0	0.05	0	0	0	0		0	0																									2024-10-12	1	0	0	0	
2024-10-15	060-DeseretIndust-7.25.24-Jim-355	X004C20UP3	1629722154	Bonds that Make Us Free: Healing Our Relationships, Coming to Ourselves	Used	1	0	1	0	0	0	0	USD					Low conversion	18.03	0.0	18.79	17.85	Lower price		14.42	9	0	5.71	0.0	0.027779	cubic feet	Standard	0.027779	US	gl_book	61771		0			18.99					0	0	1	0	0	0.06	3	3	0	0		0	0																									2024-10-13	4	0	0	0	
2024-10-15	041-NPS-5.21.24-Jim-249	X00490IVV3	0063258668	Endgame: Inside the Royal Family and the Monarchy's Fight for Survival	Used	1	0	0	3	0	0	0	USD	1	1	1	1		11.88	9.5	13.88	9.5	AlreadyOnReducedSale		0.0	0	0	10.33	0.27	0.049862	cubic feet	Standard	0.049862	US	gl_book	42068		1	4	13	13.88	9.5	9.5	9.5	9.5	0	0	0	0	0	0.11	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	054-DeseretIndust-7.12.24-Jim-139	X004BI4KZT	B000YQWQZ2	The Kingdom and the Crown Trilogy: Set Vols. 1-3 - Fishers of Men/Come Unto Me/Behold the Man	Used	1	0	1	0	0	0	0	USD					Low conversion	37.85	0.0	69.94	33.99	Lower price		33.99	9	0	41.62	0.33	0.205407	cubic feet	Standard	0.205407	US	gl_book	625357		0			33.99					0	1	0	0	0	0.45	0	0	0	0		0	0															296.0					2024-10-14	Yes	No	119.0	296.0	2024-10-13	1	0	0	0	
2024-10-15	029-DeseretIndust-6.1.24-Jim-796	X0049I9G7D	0871238160	The Watchtower Files: Dialogue With a Jehovah's Witness	Used	1	0	0	1	0	0	0	USD					Low traffic	6.55	0.0	0.0	6.54	Create sale		6.48	9	0	4.95	0.0	0.023539	cubic feet		0.023539	US	gl_book	1440797		1			6.54					0	0	0	0	0	0.05	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	023-Thrift-5.20.24-Jim-402	X0048YV5VN	0062675982	BEACH WISH	Used	1	0	0	1	0	0	0	USD					Low traffic	6.38	0.0	12.79	6.38	AlreadyOnReducedSale		0.0	0	0	4.54	0.0	0.021292	cubic feet	Standard	0.021292	US	gl_book	727929		1			12.79					0	0	0	0	0	0.05	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	022-DeseretIndust-7.12.24-Jim-087	X004BHTUAZ	037583365X	Cybele's Secret	Used	1	0	1	0	0	0	0	USD					Low traffic	16.23	0.0	34.99	9.65	Lower price		9.65	9	0	8.69	0.0	0.043806	cubic feet	Standard	0.043806	US	gl_book	301074		0			9.65					0	1	0	0	0	0.1	0	0	0	0		0	0																									2024-10-12	1	0	0	0	
2024-10-15	026-DeseretIndust-6.4.24-Jim-067	X0049M9G7T	1616960922	The Emperor's Soul	Used	1	0	0	1	0	0	0	USD					Low conversion	24.57	0.0	25.0	12.53	Create sale		12.56	9	0	5.67	0.0	0.013463	cubic feet		0.013463	US	gl_book	622881		1			12.06					0	0	0	0	0	0.03	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	028-DeseretIndust-6.4.24-Jim-330	X0049MHXYR	1555176976	A Door in the Woods (Jimmy Fincher Saga)	Used	1	0	0	1	0	0	0	USD					Low traffic	7.99	0.0	8.99	7.99	Create sale		6.39	9	0	4.13	0.0	0.012963	cubic feet		0.012963	US	gl_book	923390		1			8.99					0	0	0	0	0	0.03	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	018-NPS-8.19.24-Jim-187	X004D506AN	0520205197	Deep Politics and the Death of JFK	Used	1	0	1	0	0	0	0	USD					Low conversion	28.0	0.0	31.63	28.0	Lower price		22.4	9	0	8.24	0.0	0.034415	cubic feet	Standard	0.034415	US	gl_book	298618		0			31.95					0	1	0	0	0	0.08	0	0	0	0		0	0																									2024-10-13	1	0	0	0	
2024-10-15	039-DeseretIndust-7.12.24-Jim-058	X004BI0KVH	1937011224	Hidden Mickeys Go To Sea: A Field Guide to the Disney Cruise Line’s Best Kept Secrets	Used	1	0	1	0	0	0	0	USD					Low traffic	25.0	0.0	28.21	25.0	Lower price		20.0	9	0	5.14	0.0	0.008035	cubic feet	Standard	0.008035	US	gl_book	2099037		0			6.0					0	1	0	0	0	0.02	0	0	0	0		0	0																									2024-10-12	1	0	0	0	
2024-10-15	030-DeseretIndust-5.28.24-Jim-374	X0049B4F6H	0345496590	Kitchen Princess 2	Used	1	0	0	1	0	0	0	USD					Low traffic	13.9	12.5	0.0	12.5	AlreadyOnReducedSale		0.0	0	0	4.34	0.0	0.015008	cubic feet	Standard	0.015008	US	gl_book	1635042		1			2.61					0	0	0	0	0	0.03	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	003-Savers-6.19.24-Jim-429	X004ADMC69	1465419543	Human Anatomy: The Definitive Visual Guide	Used	1	0	0	1	0	0	0	USD					Low traffic	43.79	14.01	34.54	13.97	AlreadyOnReducedSale		0.0	0	0	15.49	0.0	0.077118	cubic feet		0.077118	US	gl_book	1231124		1			34.64					0	0	0	0	0	0.17	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	011-DeseretIndust-8.7.24-Jim-521	X004CLAMJX	1587675706	Six Scary Stories	Used	1	0	1	0	0	0	0	USD					Low conversion	13.0	0.0	17.95	12.7	Lower price		10.4	9	0	4.06	0.0	0.015618	cubic feet	Standard	0.015618	US	gl_book	265204		0			14.95					0	1	0	0	0	0.03	0	0	0	0		0	0																									2024-10-12	1	0	0	0	
2024-10-15	013-NPS-7.12.24-Jim-915	X004BHTP55	1914986008	The DBT Skills Workbook for Teens: A Fun Guide to Manage Anxiety and Stress, Understand Your Emotions and Learn Effective Communication Skills (New Books For Teens)	Used	1	0	1	0	0	0	0	USD					Low conversion	16.92	0.0	18.85	12.09	Lower price		13.54	9	0	7.94	0.0	0.039766	cubic feet	Standard	0.039766	US	gl_book	14201		0			20.2					0	1	0	0	0	0.09	0	0	0	0		0	0																									2024-10-13	1	0	0	0	
2024-10-15	018-DeseretIndust-6.20.24-Jim-050	X004ADI5FV	038552126X	The Unwritten Laws of Business	Used	1	0	0	1	0	0	0	USD					Low traffic	10.1	0.0	32.29	6.2	Create sale		8.08	9	0	4.18	0.0	0.015701	cubic feet		0.015701	US	gl_book	1051497		1			32.3					0	0	0	0	0	0.03	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	020-DeseretIndust-5.28.24-Jim-572	X0049B5VJH	0545881048	LEGO Pop-Up	Used	1	0	0	1	0	0	0	USD					Low conversion	38.88	0.0	53.21	32.9	Create sale		36.94	9	0	18.06	0.0	0.075795	cubic feet	Standard	0.075795	US	gl_book	1199422		1			38.88					0	0	0	0	0	0.17	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	029-DeseretIndust-5.28.24-Jim-623	X0049BG0ER	1421524341	The Prince of Tennis, Vol. 33 (33)	Used	1	0	0	1	0	0	0	USD					Low traffic	239.0	0.0	0.0	239.0	Create sale		191.2	9	0	27.0	0.0	0.015058	cubic feet	Standard	0.015058	US	gl_book	2806255		1			239.0					0	0	0	0	0	0.03	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	025-NPSAuction-8.29.24-Jim-858	X004DN9HS7	1453334262	Exploring Business, Version 4.0 (Silver Level Access Pass)	Used	1	0	1	0	0	0	0	USD					Low conversion	69.0	0.0	82.5	68.9	Lower price		68.31	9	0	20.24	0.0	0.074102	cubic feet	Standard	0.074102	US	gl_book	981578		0			68.78					0	1	0	0	0	0.16	0	0	0	0		0	0																									2024-10-12	1	0	0	0	
2024-10-15	016-DeseretIndust-6.19.24-Jim-568	X004ADPQ71	1934537748	Light in the Wilderness: Explorations in the Spiritual Life	Used	1	0	0	1	0	0	0	USD					Low traffic	17.5	0.0	22.02	10.9	AlreadyOnReducedSale		0.0	0	0	5.69	0.0	0.027638	cubic feet		0.027638	US	gl_book	150964		1			22.02					0	0	0	0	0	0.06	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	028-DeseretIndust-5.28.24-Jim-688	X0049B1RNL	1439191468	Miles to Go: The Second Journal of the Walk Series	Used	1	0	0	1	0	0	0	USD					Low traffic	7.99	7.6	15.98	7.3	AlreadyOnReducedSale		0.0	0	0	4.56	0.0	0.02117	cubic feet	Standard	0.02117	US	gl_book	3278241		1			7.56					0	0	0	0	0	0.05	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	006-NPS-8.19.24-Jim-694	X004D4WPR1	0063039583	To Rescue the Constitution: George Washington and the Fragile American Experiment: Bret Baier's masterful exploration of America's early struggles. A perfect gift for history buffs and teachers.	Used	1	0	1	0	0	0	0	USD					Low conversion	10.85	0.0	17.09	8.06	Lower price		8.68	9	0	8.92	0.0	0.047209	cubic feet	Standard	0.047209	US	gl_book	30293		0			17.99					0	1	0	0	0	0.1	0	0	0	0		0	0																									2024-10-12	1	0	0	0	
2024-10-15	063-DeseretIndust-5.23.24-Jim-349	X00494QRW9	1639930310	The Law of Love	Used	1	0	0	1	0	0	0	USD					Low conversion	12.74	0.0	15.35	12.74	Create sale		10.19	9	0	4.47	0.0	0.017333	cubic feet	Standard	0.017333	US	gl_book	58489		1			15.35					0	0	0	0	0	0.04	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	030-NPSAuction-8.29.24-Jim-498	X004DN3J13	131923657X	1200 Update Ways of the World with Sources for the AP® Modern Course	Used	1	0	1	0	0	0	0	USD					Low conversion	109.96	0.0	170.26	88.39	Lower price		87.97	9	0	21.59	0.0	0.060106	cubic feet	Standard	0.060106	US	gl_book	268454		0			179.24					0	1	0	0	0	0.13	0	0	0	0		0	0																									2024-10-13	1	0	0	0	
2024-10-15	032-DeseretIndust-6.1.24-Jim-911	X0049IB2VB	0425170594	The Lost Bird	Used	1	0	0	1	0	0	0	USD					Low traffic	8.43	0.0	12.54	7.85	AlreadyOnReducedSale		0.0	0	0	7.32	0.0	0.035171	cubic feet		0.035171	US	gl_book	1403396		1			12.63					0	0	0	0	0	0.08	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	012-DeseretIndust-6.4.24-Jim-947	X0049MCEYV	0648352404	Period Repair Manual: Natural Treatment for Better Hormones and Better Periods	Used	1	0	0	1	0	0	0	USD					Low conversion	16.0	0.0	16.29	15.99	Create sale		12.8	9	0	5.57	0.0	0.025588	cubic feet		0.025588	US	gl_book	24072		1			16.29					0	0	0	0	0	0.06	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	021-Thrift-5.20.24-Jim-070	X0048YV2LV	0132288141	Person to Person: Positive Relationships Don't Just Happen	Used	1	0	0	1	0	0	0	USD					Low traffic	35.0	0.0	186.66	15.07	Create sale		28.0	9	0	12.6	0.0	0.049936	cubic feet	Standard	0.049936	US	gl_book	1852855		1			15.06					0	0	0	0	0	0.11	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	067-DeseretIndust-7.30.24-Jim-155	X004C8TTQ3	0593115058	The Tiny Chef: and da mishing weshipee blook	Used	1	0	1	0	0	0	0	USD					Low conversion	9.85	0.0	17.92	6.78	Lower price		8.48	9	0	4.35	0.0	0.0219	cubic feet	Standard	0.0219	US	gl_book	256695		0			8.48					0	0	1	0	0	0.05	2	2	0	0		0	0																									2024-10-12	3	0	0	0	
2024-10-15	032-DeseretIndust-6.4.24-Jim-142	X0049M8GJX	0743298071	Once Upon a River: A Novel	Used	1	0	0	1	0	0	0	USD					Low conversion	10.99	0.0	22.0	10.13	Create sale		8.79	9	0	10.5	0.0	0.050556	cubic feet		0.050556	US	gl_book	414681		1			21.78					0	0	0	0	0	0.11	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	002-Bookmine-Amaz-8.7.24-Jim-416	X004CL2ZQV	0470673648	Movies and American Society	Used	1	0	1	0	0	0	0	USD					Low traffic	59.99	0.0	67.95	40.3	Advertise listing		47.99	9	0	10.19	0.0	0.023406	cubic feet	Standard	0.023406	US	gl_book	2013272		0			67.95					0	1	0	0	0	0.05	0	0	0	0		0	0																									2024-10-13	1	0	0	0	
2024-10-15	018-DeseretIndust-7.25.24-Jim-941	X004C26RZZ	1589797981	475 Tax Deductions for Businesses and Self-Employed Individuals: An A-to-Z Guide to Hundreds of Tax Write-Offs	Used	1	0	1	0	0	0	0	USD					Low conversion	32.36	0.0	0.0	31.99	Lower price		8.47	9	0	6.17	0.0	0.01804	cubic feet	Standard	0.01804	US	gl_book	757991		0			8.44					0	0	1	0	0	0.04	3	3	0	0		0	0																									2024-10-12	4	0	0	0	
2024-10-15	016-Thrift-5.20.24-Jim-783	X0048YURLH	0794828086	Montana Football Vault	Used	1	0	0	1	0	0	0	USD					Low traffic	56.05	0.0	0.0	56.05	Create sale		44.84	9	0	29.36	0.0	0.118273	cubic feet	Standard	0.118273	US	gl_book	5257465		1			56.05					0	0	0	0	0	0.26	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	012-DeseretIndust-8.7.24-Jim-433	X004CKY0F1	0857503642	The Hunger: "Deeply disturbing, hard to put down" - Stephen King	Used	1	0	1	0	0	0	0	USD					Low conversion	18.95	0.0	15.5	16.1	Lower price		15.5	9	0	5.86	0.0	0.028647	cubic feet	Standard	0.028647	US	gl_book	1683791		0			14.72					0	1	0	0	0	0.06	0	0	0	0		0	0																									2024-10-13	1	0	0	0	
2024-10-15	017-DeseretIndust-8.7.24-Jim-700	X004CLD49X	0764158201	The Bible of Illuminated Letters: A Treasury of Decorative Calligraphy	Used	1	0	1	0	0	0	0	USD					Low conversion	19.1	0.0	23.95	18.89	Lower price		15.28	9	0	6.39	0.0	0.031616	cubic feet	Standard	0.031616	US	gl_book	68083		0			25.21					0	1	0	0	0	0.07	0	0	0	0		0	0																									2024-10-13	1	0	0	0	
2024-10-15	049-Bookmine-Amaz-8.19.24-Jim-846	X004D4Y2JP	126036657X	Let's Code It! 2019-2020 Code Edition	Used	1	0	1	0	0	0	0	USD					Low traffic	65.0	0.0	136.82	58.98	Lower price			0	0		0.0	0.086089	cubic feet	Standard	0.086089	US	gl_book	2363139		0			58.98					0	1	0	0	0		0	0	0	0		0	0																									2024-10-13	1	0	0	0	
2024-10-15	011-NPS-5.21.24-Jim-183	X00490PFIF	158017535X	Horsekeeping on a Small Acreage: Designing and Managing Your Equine Facilities	Used	1	0	0	1	0	0	0	USD					Low conversion	17.53	0.0	19.86	8.87	Create sale		14.02	9	0	8.91	0.0	0.041842	cubic feet	Standard	0.041842	US	gl_book	47032		1			19.86					0	0	0	0	0	0.09	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	045-NPS-6.4.24-Jim-168	X0049MJV3N	1737900408	Ruthless Equity: Disrupt the Status Quo and Ensure Learning for ALL Students	Used	1	0	0	1	0	0	0	USD					Low conversion	18.99	0.0	17.89	16.61	Create sale		17.89	9	0	4.59	0.22	0.01692	cubic feet		0.01692	US	gl_book	116658		1			17.89					0	0	0	0	0	0.04	0	0	0	0		0	0															416.0		Excess			2024-10-14	Yes	No	145.0	416.0	2024-10-13	1	0	0	0	
2024-10-15	003-DeseretIndust-7.12.24-Jim-625	X004BHTNVV	0393690660	Learning Astronomy by Doing Astronomy	Used	1	0	1	0	0	0	0	USD					Low traffic	16.0	0.0	32.23	12.2	Advertise listing		12.8	9	0	5.81	0.0	0.028646	cubic feet	Standard	0.028646	US	gl_book	188424		0			32.23					0	1	0	0	0	0.06	0	0	0	0		0	0																									2024-10-13	1	0	0	0	
2024-10-15	029-NPS-7.12.24-Jim-420	X004BI0FFN	0979553709	Emotion Code: How to Release Your Trapped Emotions for Abundant Health, Love and Happiness	Used	1	0	1	0	0	0	0	USD					Low conversion	16.5	0.0	34.62	9.94	Lower price		13.2	9	0	4.45	0.0	0.020497	cubic feet	Standard	0.020497	US	gl_book	490506		0			29.94					0	1	0	0	0	0.05	0	0	0	0		0	0																									2024-10-12	1	0	0	0	
2024-10-15	014-DeseretIndust-6.12.24-Jim-060	X004A002UP	0684808544	ALL CORVETTES ARE RED: The Rebirth of an American Legend	Used	1	0	0	1	0	0	0	USD					Low conversion	32.36	0.0	38.27	24.99	Create sale		30.93	9	0	11.9	0.0	0.049245	cubic feet		0.049245	US	gl_book	439621		1			29.53					0	0	0	0	0	0.11	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	048-NPS-6.20.24-Jim-124	X004ADTE79	1565341953	The Yearbook of Education Law 2023	Used	1	0	0	1	0	0	0	USD					Low traffic	109.47	0.0	74.73	109.47	Create sale		87.58	9	0	16.83	0.0	0.032188	cubic feet		0.032188	US	gl_book	1911446		1			74.99					0	0	0	0	0	0.07	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
