snapshot-date	sku	fnsku	asin	product-name	condition	available	pending-removal-quantity	inv-age-0-to-90-days	inv-age-91-to-180-days	inv-age-181-to-270-days	inv-age-271-to-365-days	inv-age-365-plus-days	currency	units-shipped-t7	units-shipped-t30	units-shipped-t60	units-shipped-t90	alert	your-price	sales-price	lowest-price-new-plus-shipping	lowest-price-used	recommended-action	DEPRECATED healthy-inventory-level	recommended-sales-price	recommended-sale-duration-days	recommended-removal-quantity	estimated-cost-savings-of-recommended-actions	sell-through	item-volume	volume-unit-measurement	storage-type	storage-volume	marketplace	product-group	sales-rank	days-of-supply	estimated-excess-quantity	weeks-of-cover-t30	weeks-of-cover-t90	featuredoffer-price	sales-shipped-last-7-days	sales-shipped-last-30-days	sales-shipped-last-60-days	sales-shipped-last-90-days	inv-age-0-to-30-days	inv-age-31-to-60-days	inv-age-61-to-90-days	inv-age-181-to-330-days	inv-age-331-to-365-days	estimated-storage-cost-next-month	inbound-quantity	inbound-working	inbound-shipped	inbound-received	no-sale-last-6-months	Total Reserved Quantity	unfulfillable-quantity	quantity-to-be-charged-ais-181-210-days	estimated-ais-181-210-days	quantity-to-be-charged-ais-211-240-days	estimated-ais-211-240-days	quantity-to-be-charged-ais-241-270-days	estimated-ais-241-270-days	quantity-to-be-charged-ais-271-300-days	estimated-ais-271-300-days	quantity-to-be-charged-ais-301-330-days	estimated-ais-301-330-days	quantity-to-be-charged-ais-331-365-days	estimated-ais-331-365-days	quantity-to-be-charged-ais-365-plus-days	estimated-ais-365-plus-days	historical-days-of-supply	fba-minimum-inventory-level	fba-inventory-level-health-status	Recommended ship-in quantity	Recommended ship-in date	Last updated date for Historical Days of Supply	Exempted from Low-Inventory-Level fee?	Low-Inventory-Level fee applied in current week?	Short term historical days of supply	Long term historical days of supply	Inventory age snapshot date	Inventory Supply at FBA	Reserved FC Transfer	Reserved FC Processing	Reserved Customer Order	Total Days of Supply (including units from open shipments)
2024-10-15	016-DeseretIndust-6.4.24-Jim-359	X0049MGKEL	1118950364	Bookkeeping For Dummies (For Dummies Series)	Used	1	0	0	1	0	0	0	USD					Low conversion	17.35	0.0	20.73	13.15	Create sale		13.88	9	0	8.17	0.0	0.038316	cubic feet		0.038316	US	gl_book	87762		1			20.7					0	0	0	0	0	0.08	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	023-DeseretIndust-7.12.24-Jim-764	X004BI2PDX	0785836969	The Secrets of the Universe in 100 Symbols	Used	1	0	1	0	0	0	0	USD					Low traffic	19.0	0.0	24.32	18.99	Lower price		15.2	9	0	8.9	0.0	0.044669	cubic feet	Standard	0.044669	US	gl_book	944411		0			18.99					0	1	0	0	0	0.1	0	0	0	0		0	0																									2024-10-12	1	0	0	0	
2024-10-15	019-NPS-6.20.24-Jim-859	X004ADG2BZ	B0BKSCZMXP	Power (Powers Brothers)	Used	1	0	0	1	0	0	0	USD					Low conversion	17.99	12.99	0.0	12.99	AlreadyOnReducedSale		0.0	0	0	4.91	0.0	0.023469	cubic feet		0.023469	US	gl_book	223553		1			18.0					0	0	0	0	0	0.05	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	014-NPS-6.1.24-Jim-057	X0049I9AJR	1982195177	Getting Out of Saigon: How a 27-Year-Old Banker Saved 113 Vietnamese Civilians	Used	1	0	0	1	0	0	0	USD					Low conversion	10.99	0.0	15.35	9.78	Create sale		8.79	9	0	9.51	0.0	0.04559	cubic feet		0.04559	US	gl_book	288001		1			15.99					0	0	0	0	0	0.1	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	043-DeseretIndust-7.12.24-Jim-462	X004BHVRHJ	1728239222	The Ravenous Dead (Gravekeeper, 2)	Used	1	0	1	0	0	0	0	USD					Low conversion	12.49	0.0	12.48	9.71	Lower price		9.99	9	0	4.2	0.0	0.021959	cubic feet	Standard	0.021959	US	gl_book	98444		0			13.94					1	0	0	0	0	0.05	0	0	0	0		0	0																									2024-10-13	1	0	0	0	
2024-10-15	021-DeseretIndust-8.19.24-Jim-665	X004D4WOAJ	1580897878	The Seashore Book	Used	1	0	1	0	0	0	0	USD					Low conversion	14.56	0.0	16.18	12.3	Lower price		11.65	9	0	6.17	0.0	0.031815	cubic feet	Standard	0.031815	US	gl_book	289957		0			16.18					0	1	0	0	0	0.07	0	0	0	0		0	0																									2024-10-13	1	0	0	0	
2024-10-15	005-NPS-6.1.24-Jim-871	X0049IC945	0891349634	Watercolor Basics: Light	Used	1	0	0	1	0	0	0	USD					Low traffic	26.89	0.0	30.68	19.93	Create sale		19.94	9	0	6.66	0.0	0.023618	cubic feet		0.023618	US	gl_book	1342044		1			19.94					0	0	0	0	0	0.05	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	051-DeseretIndust-7.12.24-Jim-692	X004BI4JS7	1784966215	Plague Garden (1) (Hallowed Knights)	Used	1	0	1	0	0	0	0	USD					Low traffic	35.51	0.0	23.99	23.27	Lower price		23.99	9	0	7.21	0.0	0.025026	cubic feet	Standard	0.025026	US	gl_book	2001117		0			23.99					0	0	1	0	0	0.06	0	0	0	0		0	0																									2024-10-13	1	0	0	0	
2024-10-15	012-DeseretIndust-8.7.24-Jim-704	X004CLAQF3	B08XLLBYLG	The Roommate	Used	1	0	1	0	0	0	0	USD					Low conversion	14.23	0.0	0.0	12.0	Lower price		11.38	9	0	4.18	0.0	0.017339	cubic feet	Standard	0.017339	US	gl_book	654331		0			16.99					0	1	0	0	0	0.04	0	0	0	0		0	0																									2024-10-12	1	0	0	0	
2024-10-15	015-DeseretIndust-8.7.24-Jim-540	X004CLAZA9	1939370159	Warren Buffett Accounting Book: Reading Financial Statements for Value Investing	Used	1	0	1	0	0	0	0	USD					Low conversion	17.98	0.0	28.03	17.95	Lower price		14.38	9	0	4.32	0.0	0.018125	cubic feet	Standard	0.018125	US	gl_book	72606		0			19.98					0	1	0	0	0	0.04	0	0	0	0		0	0																									2024-10-13	1	0	0	0	
2024-10-15	035-DeseretIndust-8.19.24-Jim-275	X004D4SRNH	B0BW32LXTQ	Betting on the Boy Next Door: a Sweet Romantic Comedy (Betting on Love)	Used	1	0	1	0	0	0	0	USD					Low traffic	14.91	0.0	0.0	14.91	Advertise listing		11.93	9	0	4.17	0.0	0.018668	cubic feet	Standard	0.018668	US	gl_book	519141		0			14.95					0	1	0	0	0	0.04	0	0	0	0		0	0																									2024-10-12	1	0	0	0	
2024-10-15	050-DeseretIndust-7.12.24-Jim-253	X004BHVTAJ	1784969303	Hallowed Knights: Black Pyramid (2)	Used	1	0	1	0	0	0	0	USD					Low traffic	44.81	0.0	0.0	43.95	Lower price		35.85	9	0	8.55	0.0	0.028704	cubic feet	Standard	0.028704	US	gl_book	1545660		0			43.95					0	1	0	0	0	0.06	0	0	0	0		0	0																									2024-10-12	1	0	0	0	
2024-10-15	008-DeseretIndust-8.19.24-Jim-801	X004D4X18D	0702029637	Shiatsu Theory and Practice: A comprehensive text for the student and professional	Used	1	0	1	0	0	0	0	USD					Low traffic	46.69	0.0	0.0	46.69	Advertise listing		37.35	9	0	10.52	0.0	0.039703	cubic feet	Standard	0.039703	US	gl_book	1180042		0			46.69					0	1	0	0	0	0.09	0	0	0	0		0	0																									2024-10-12	1	0	0	0	
2024-10-15	014-Thrift-5.20.24-Jim-022	X0048YTR63	0071496769	Beyond Success: Building a Personal, Financial, and Philanthropic Legacy	Used	1	0	0	1	0	0	0	USD					Low traffic	19.98	9.98	37.28	9.98	AlreadyOnReducedSale		0.0	0	0	8.51	0.0	0.040843	cubic feet	Standard	0.040843	US	gl_book	2044419		1			19.98					0	0	0	0	0	0.09	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	013-NPS-5.21.24-Jim-602	X00490NJWJ	1338756435	The Rise of the Goldfish: A Branches Book (Pets Rule! #4)	Used	1	0	0	1	0	0	0	USD					Low traffic	17.09	13.67	16.1	13.67	AlreadyOnReducedSale		0.0	0	0	4.08	0.0	0.009719	cubic feet	Standard	0.009719	US	gl_book	1304536		1			16.1					0	0	0	0	0	0.02	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	001-DeseretIndust-6.1.24-Jim-559	X0049I3CLT	0794826490	Brigham Young University Football Vault: The History of the Cougars	Used	2	0	0	2	0	0	0	USD					Low traffic	39.75	0.0	62.93	14.71	AlreadyOnReducedSale		0.0	0	0	56.49	0.0	0.137594	cubic feet		0.275188	US	gl_book	1778703		2			15.45					0	0	0	0	0	0.61	0	0	0	0		0	0																	Excess								2024-10-13	2	0	0	0	
2024-10-15	026-NPS-6.1.24-Jim-099	X0049I7IYL	1324021306	Danger Zone: The Coming Conflict with China	Used	1	0	0	1	0	0	0	USD					Low conversion	16.57	0.0	17.29	13.23	Create sale		13.26	9	0	8.23	0.0	0.038748	cubic feet		0.038748	US	gl_book	391782		1			17.98					0	0	0	0	0	0.09	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	007-DeseretIndust-7.25.24-Jim-831	X004C28RRB	1108444857	A Concise History of History: Global Historiography from Antiquity to the Present (Cambridge Concise Histories)	Used	1	0	1	0	0	0	0	USD					Low traffic	29.85	0.0	31.55	20.21	Advertise listing		23.88	9	0	6.7	0.0	0.02437	cubic feet	Standard	0.02437	US	gl_book	784920		0			31.55					0	0	1	0	0	0.05	3	3	0	0		0	0																									2024-10-13	4	0	0	0	
2024-10-15	026-DeseretIndust-8.7.24-Jim-534	X004CL08GF	B000YQWQZ2	The Kingdom and the Crown Trilogy: Set Vols. 1-3 - Fishers of Men/Come Unto Me/Behold the Man	Used	1	0	1	0	0	0	0	USD					Low conversion	35.89	0.0	69.94	33.99	Lower price		33.99	9	0	41.31	0.33	0.205407	cubic feet	Standard	0.205407	US	gl_book	625357		0			33.99					0	1	0	0	0	0.45	0	0	0	0		0	0															296.0					2024-10-14	Yes	No	119.0	296.0	2024-10-13	1	0	0	0	
2024-10-15	058-DeseretIndust-7.25.24-Jim-290	X004C20UC1	1950057100	BIFF for CoParent Communication: Your Guide to Difficult Texts, Emails, and Social Media Posts (Conflict Communication Series, 3)	Used	1	0	1	0	0	0	0	USD					Low conversion	14.0	0.0	14.65	14.0	Lower price		11.2	9	0	4.14	0.0	0.015796	cubic feet	Standard	0.015796	US	gl_book	27836		0			14.65					0	0	1	0	0	0.03	3	3	0	0		0	0																									2024-10-13	4	0	0	0	
2024-10-15	015-NPS-5.21.24-Jim-499	X00490PIZZ	1338756400	Kittens Are Monsters: A Branches Book (Pets Rule! #3)	Used	1	0	0	1	0	0	0	USD					Low traffic	17.47	0.0	17.29	13.29	Create sale		13.98	9	0	4.28	0.0	0.011866	cubic feet	Standard	0.011866	US	gl_book	1008001		1			17.29					0	0	0	0	0	0.03	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	001-DeseretIndust-5.25.24-Jim-047	X004970SHL	1631063073	Sally's Cookie Addiction: Irresistible Cookies, Cookie Bars, Shortbread, and More from the Creator of Sally's Baking Addiction (Volume 3) (Sally's Baking Addiction, 3)	Used	1	0	0	1	0	0	0	USD					Low conversion	20.69	0.0	22.99	18.55	Create sale		16.55	9	0	11.84	0.0	0.051524	cubic feet	Standard	0.051524	US	gl_book	18984		1			25.68					0	0	0	0	0	0.11	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	028-DeseretIndust-7.25.24-Jim-813	X004C239MT	111909805X	Foundations of Financial Risk: An Overview of Financial Risk and Risk-based Financial Regulation (Wiley Finance)	Used	1	0	1	0	0	0	0	USD					Low traffic	53.02	0.0	69.5	53.01	Advertise listing		42.42	9	0	10.86	0.0	0.030529	cubic feet	Standard	0.030529	US	gl_book	1987647		0			70.63					0	0	1	0	0	0.07	3	3	0	0		0	0																									2024-10-12	4	0	0	0	
2024-10-15	012-DeseretIndust-6.12.24-Jim-622	X004A07RMV	1454709014	Quilled Mandalas: 30 Paper Projects for Creativity and Relaxation	Used	1	0	0	1	0	0	0	USD					Low conversion	14.39	0.0	14.29	12.09	Create sale		14.25	9	0	5.05	0.0	0.02405	cubic feet		0.02405	US	gl_book	85617		1			14.29					0	0	0	0	0	0.05	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	008-DeseretIndust-6.26.24-Jim-053	X004AU5LL5	0552160962	I Am Pilgrim	Used	1	0	0	1	0	0	0	USD					Low conversion	7.49	0.0	15.0	7.49	Create sale		5.99	9	0	7.88	0.0	0.039287	cubic feet		0.039287	US	gl_book	1123472		1			17.51					0	0	0	0	0	0.09	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	031-DeseretIndust-8.7.24-Jim-244	X004CLMTFX	0316102237	Moon Boy, Vol. 8 (Volume 8) (Moon Boy, 8)	Used	1	0	1	0	0	0	0	USD					Low traffic	9.89	0.0	0.0	9.89	Advertise listing		7.91	9	0	4.06	0.0	0.016924	cubic feet	Standard	0.016924	US	gl_book	3470566		0			9.89					0	1	0	0	0	0.04	0	0	0	0		0	0																									2024-10-12	1	0	0	0	
2024-10-15	026-NPSAuction-8.29.24-Jim-123	X004DN8F49	0135227763	Life Span, The: Human Development for Helping Professionals	Used	1	0	1	0	0	0	0	USD					Low conversion	132.0	0.0	171.95	108.62	Lower price		105.6	9	0	27.03	0.0	0.078186	cubic feet	Standard	0.078186	US	gl_book	302684		0			108.54					0	1	0	0	0	0.17	0	0	0	0		0	0																									2024-10-12	1	0	0	0	
2024-10-15	036-DeseretIndust-6.4.24-Jim-055	X0049MJF6V	1555177530	A Gift of Ice (The Jimmy Fincher Saga, 2)	Used	1	0	0	1	0	0	0	USD					Low traffic	7.97	0.0	14.48	7.97	Create sale		6.38	9	0	4.25	0.0	0.015375	cubic feet		0.015375	US	gl_book	2210764		1			10.99					0	0	0	0	0	0.03	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	006-DeseretIndust-7.25.24-Jim-532	X004C28RR1	163609855X	Mary's Calico Hope (The Heart of the Amish)	Used	1	0	1	0	0	0	0	USD					Low conversion	13.98	0.0	11.69	12.25	Lower price		11.69	9	0	4.29	0.0	0.018689	cubic feet	Standard	0.018689	US	gl_book	293501		0			11.69					0	0	1	0	0	0.04	3	3	0	0		0	0																									2024-10-13	4	0	0	0	
2024-10-15	005-DeseretIndust-6.4.24-Jim-973	X0049MGGXB	1590385845	The Lost 500 Years: What Happened Between the Old And New Testaments	Used	1	0	0	1	0	0	0	USD					Low traffic	17.37	12.7	25.52	9.61	AlreadyOnReducedSale		0.0	0	0	7.18	0.0	0.033964	cubic feet		0.033964	US	gl_book	1526472		1			9.28					0	0	0	0	0	0.07	0	0	0	0		0	0																	Excess								2024-10-12	1	0	0	0	
2024-10-15	032-Thrift-6.26.24-Jim-822	X004AU9EXB	B0B3BGX8LY	Project 369: The Key To Wealth, Abundance & Prosperity	Used	1	0	0	1	0	0	0	USD					Low conversion	27.0	0.0	0.0	16.01	Create sale		16.01	9	0	5.88	0.0	0.017016	cubic feet		0.017016	US	gl_book	1006236		1			16.01					0	0	0	0	0	0.04	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	041-DeseretIndust-8.19.24-Jim-734	X004D50E0Z	1462113982	Beyond Mile Maker 80: Choosing Joy After Tragic Loss	Used	1	0	1	0	0	0	0	USD					Low traffic	21.35	0.0	0.0	21.35	Advertise listing		17.08	9	0	4.96	0.0	0.011949	cubic feet	Standard	0.011949	US	gl_book	1807910		0			21.35					0	1	0	0	0	0.03	0	0	0	0		0	0																									2024-10-12	1	0	0	0	
2024-10-15	006-NPSAuction-5.28.24-Jim-461	X0049AXH2L	0321694635	MyLab Statistics -- Valuepack Access Card	Used	1	0	0	1	0	0	0	USD					Low traffic	7.49	0.0	15.91	7.49	Create sale		7.12	9	0	3.66	0.0	0.004297	cubic feet	Standard	0.004297	US	gl_book	1732770		1			15.91					0	0	0	0	0	0.01	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	021-DeseretIndust-5.28.24-Jim-841	X0049B7MDF	478901441X	Genki I: An Integrated Course in Elementary Japanese Workbook (Japanese and English Edition)	Used	1	0	0	1	0	0	0	USD					Low conversion	46.98	0.0	29.99	23.59	Create sale		44.63	9	0	7.61	0.0	0.020816	cubic feet	Standard	0.020816	US	gl_book	295285		1			38.0					0	0	0	0	0	0.05	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	011-DeseretIndust-6.26.24-Jim-636	X004AU3GTJ	1574320319	Crystal Stemware Identification Guide	Used	1	0	0	1	0	0	0	USD					Low traffic	17.0	0.0	24.31	9.88	Create sale		13.6	9	0	8.63	0.0	0.042	cubic feet		0.042	US	gl_book	865111		1			24.32					0	0	0	0	0	0.09	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	066-DeseretIndust-5.23.24-Jim-486	X00494N1QJ	0345508238	School Rumble 14/15/16	Used	1	0	0	1	0	0	0	USD					Low traffic	49.9	0.0	0.0	43.43	Create sale		39.92	9	0	9.66	0.0	0.030593	cubic feet	Standard	0.030593	US	gl_book	3589081		1			43.44					0	0	0	0	0	0.07	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	045-DeseretIndust-7.12.24-Jim-933	X004BI0MYH	1629727784	Spirit: The Gift That Connects You to Heaven	Used	1	0	1	0	0	0	0	USD					Low traffic	13.64	0.0	15.79	12.16	Advertise listing		10.91	9	0	3.94	0.0	0.012282	cubic feet	Standard	0.012282	US	gl_book	568855		0			15.99					0	1	0	0	0	0.03	0	0	0	0		0	0																									2024-10-12	1	0	0	0	
2024-10-15	014-DeseretIndust-8.19.24-Jim-647	X004D4IB5L	0754820831	The World Encyclopedia of Battleships & Cruisers: The complete illustrated history of international naval warships from 1860 to the present day, shown in over 1200 archive photographs	Used	1	0	1	0	0	0	0	USD					Low traffic	79.85	0.0	0.0	74.97	Lower price		63.88	9	0	17.48	0.0	0.053472	cubic feet	Standard	0.053472	US	gl_book	3589162		0			74.97					0	1	0	0	0	0.12	0	0	0	0		0	0																									2024-10-12	1	0	0	0	
2024-10-15	009-DeseretIndust-6.26.24-Jim-998	X004AU3GBH	1611298814	Forgotten God - Reversing Our Tragic Neglect of the Holy Spirit	Used	1	0	0	1	0	0	0	USD					Low traffic	37.75	0.0	59.99	37.75	Create sale		30.2	9	0	6.75	0.0	0.019322	cubic feet		0.019322	US	gl_book	1590728		1			37.75					0	0	0	0	0	0.04	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	062-DeseretIndust-5.23.24-Jim-816	X00494QPGH	1629721484	The Holy Week for Latter-day Saint Families	Used	1	0	0	1	0	0	0	USD					Low traffic	6.99	0.0	14.22	6.99	Create sale		5.59	9	0	4.09	0.0	0.012641	cubic feet	Standard	0.012641	US	gl_book	1053329		1			14.99					0	0	0	0	0	0.03	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	027-NPS-6.20.24-Jim-921	X004ADQTPT	1772290513	Baby Feels (Baby's World)	Used	1	0	0	1	0	0	0	USD					Low conversion	11.47	0.0	9.25	11.47	Create sale		9.18	9	0	4.37	0.0	0.01872	cubic feet		0.01872	US	gl_book	800109		1			9.25					0	0	0	0	0	0.04	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	020-DeseretIndust-7.25.24-Jim-644	X004C28UHX	1594858004	Owl: A Year in the Lives of North American Owls	Used	1	0	1	0	0	0	0	USD					Low conversion	24.43	0.0	32.22	9.19	Lower price		19.54	9	0	12.36	0.0	0.05621	cubic feet	Standard	0.05621	US	gl_book	172884		0			32.5					0	0	1	0	0	0.12	3	3	0	0		0	0																									2024-10-12	4	0	0	0	
2024-10-15	032-DeseretIndust-7.12.24-Jim-690	X004BI0JSL	1950259269	Dead Inside	Used	1	0	1	0	0	0	0	USD					Low conversion	17.96	0.0	0.0	17.96	Lower price		14.37	9	0	6.31	0.0	0.03104	cubic feet	Standard	0.03104	US	gl_book	556627		0			15.89					0	0	1	0	0	0.07	0	0	0	0		0	0																									2024-10-13	1	0	0	0	
2024-10-15	003-DeseretIndust-5.25.24-Jim-780	X004970SIP	1598118552	Cooking with Food Storage Made Easy	Used	1	0	0	1	0	0	0	USD					Low traffic	21.73	0.0	27.37	7.67	Create sale		17.38	9	0	7.89	0.0	0.0315	cubic feet	Standard	0.0315	US	gl_book	1031230		1			27.38					0	0	0	0	0	0.07	0	0	0	0		0	0																	Excess								2024-10-13	1	0	0	0	
2024-10-15	009-DeseretIndust-8.19.24-Jim-251	X004D4X2VJ	0395362903	The Hobbit, or, There and Back Again	Used	1	0	1	0	0	0	0	USD					Low conversion	48.5	0.0	0.0	44.87	Lower price		44.86	9	0	12.03	0.0	0.04743	cubic feet	Standard	0.04743	US	gl_book	404529		0			44.86					0	1	0	0	0	0.1	0	0	0	0		0	0																									2024-10-12	1	0	0	0	
2024-10-15	029-DeseretIndust-8.19.24-Jim-577	X004D51DCN	039324010X	Broadway: A History of New York City in Thirteen Miles	Used	1	0	1	0	0	0	0	USD					Low conversion	25.0	0.0	25.26	15.13	Lower price		20.0	9	0	11.31	0.0	0.052086	cubic feet	Standard	0.052086	US	gl_book	535561		0			25.26					0	1	0	0	0	0.11	0	0	0	0		0	0																									2024-10-13	1	0	0	0	
