sku	fnsku	asin	product-name	condition	your-price	mfn-listing-exists	mfn-fulfillable-quantity	afn-listing-exists	afn-warehouse-quantity	afn-fulfillable-quantity	afn-unsellable-quantity	afn-reserved-quantity	afn-total-quantity	per-unit-volume	afn-inbound-working-quantity	afn-inbound-shipped-quantity	afn-inbound-receiving-quantity	afn-researching-quantity	afn-reserved-future-supply	afn-future-supply-buyable
043-NPS-6.4.24-Jim-995	X0049MJUFH	1982151390	Class: A Memoir of Motherhood, Hunger, and Higher Education	UsedAcceptable	11.49	No		Yes	0	0	0	0	0	0.04	0	0	0	0	0	0
044-DeseretIndust-7.12.24-Jim-919	X004BI0MY7	1728239214	The Whispering Dead (Gravekeeper, 1)	UsedGood	9.57	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
044-DeseretIndust-7.25.24-Jim-623	X004C1YW3P	1501105779	Before We Were Strangers: A Love Story	UsedGood	9.29	No		Yes	0	0	0	0	3	0.02	3	0	0	0	0	0
044-NPS-6.4.24-Jim-615	X0049MJQ9H	1737900408	Ruthless Equity: Disrupt the Status Quo and Ensure Learning for ALL Students	UsedAcceptable	16.90	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
045-DeseretIndust-5.23.24-Jim-268	X00494K35V	1427811563	Gakuen Alice Volume 14	UsedAcceptable	42.98	No		Yes	0	0	0	0	0	0.01	0	0	0	0	0	0
045-DeseretIndust-7.12.24-Jim-933	X004BI0MYH	1629727784	Spirit: The Gift That Connects You to Heaven	UsedGood	13.64	No		Yes	1	1	0	0	1	0.01	0	0	0	0	0	0
045-NPS-6.20.24-Jim-688	X004ADNKLF	1710086726	Hidden Miles: A Wounded Hero Romance	UsedGood	13.49	No		Yes	1	1	0	0	1	0.03	0	0	0	0	0	0
045-NPS-6.4.24-Jim-168	X0049MJV3N	1737900408	Ruthless Equity: Disrupt the Status Quo and Ensure Learning for ALL Students	UsedGood	18.99	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
045-NPS-7.25.24-Jim-970	X004C23KL9	1595622241	It's the Manager: Moving From Boss to Coach	UsedGood	11.29	No		Yes	0	0	0	0	3	0.04	3	0	0	0	0	0
046-DeseretIndust-5.23.24-Jim-566	X00494K49B	1591820553	Mars #4	UsedAcceptable	9.99	No		Yes	0	0	0	0	0	0.01	0	0	0	0	0	0
046-DeseretIndust-7.12.24-Jim-606	X004BI3QMH	1916366937	A Dowry of Blood	UsedGood	49.89	No		Yes	0	0	0	0	0	0.01	0	0	0	0	0	0
046-DeseretIndust-8.19.24-Jim-877	X004D4U85R	1423490894	School For Violin Technics: Complete Books 1-3 And Complete Scale Studies (Schirmer's Library of Musical Classics, 2090)	UsedGood	7.83	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
046-NPS-6.20.24-Jim-688	X004ADNKLP	1710080353	Forbidden Miles: A Brother's Best Friend Romance	UsedGood	9.39	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
046-NPS-6.4.24-Jim-006	X0049MEZR5	1737900408	Ruthless Equity: Disrupt the Status Quo and Ensure Learning for ALL Students	UsedGood	16.90	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
046-NPS-7.25.24-Jim-921	X004C23LAT	1573456233	The Infinite Atonement	UsedGood	12.78	No		Yes	1	1	0	0	4	0.04	3	0	0	0	0	0
047-DeseretIndust-5.23.24-Jim-350	X00494CHX7	1593079362	Blood+ Volume 3 (Manga)	UsedAcceptable	13.98	No		Yes	0	0	0	0	0	0.01	0	0	0	0	0	0
047-DeseretIndust-7.12.24-Jim-568	X004BI40HH	110197186X	The Invited: A Novel	UsedGood	13.24	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
047-DeseretIndust-8.19.24-Jim-855	X004D4XKM5	B000PHBWT6	Children of the Promise, volume 1,2,3,4,5. Rumors of War, Since You Went Away, Far from Home, When We Meet Again, As Long As I Have You [5 volume set]	UsedGood	62.50	No		Yes	0	0	0	0	0	0.28	0	0	0	0	0	0
047-NPS-6.4.24-Jim-508	X0049MJQC9	1737900408	Ruthless Equity: Disrupt the Status Quo and Ensure Learning for ALL Students	UsedGood	18.99	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
047-NPS-7.25.24-Jim-034	X004C274UH	1338835505	Claudia and the Bad Joke: A Graphic Novel (The Baby-sitters Club #15) (The Baby-Sitters Club Graphix)	UsedGood	6.29	No		Yes	0	0	0	0	3	0.02	3	0	0	0	0	0
048-DeseretIndust-5.23.24-Jim-787	X00494KATZ	1598168622	Fruits Basket, Vol. 18	UsedAcceptable	18.97	No		Yes	0	0	0	0	0	0.01	0	0	0	0	0	0
048-DeseretIndust-7.12.24-Jim-857	X004BHVS8R	1570089841	Yearning for the Living God: Reflections from the Life of F. Enzio Busche	UsedGood	14.67	No		Yes	1	1	0	0	1	0.04	0	0	0	0	0	0
048-DeseretIndust-8.19.24-Jim-051	X004D4VK6D	B003AO75AQ	The Work And The Glory Gerald Lund 9 Volume Hardcover Set Vol 1. Pillar of Light 2. Like a Fire is Burning 3. Truth will Prevail 4. Thy Gold To Refine 5. A seson of Joy 6. Praise The Man 7. No Unhallowed Hand 8. So Great a Cause 9. All is Well (The Work And The Glory, Complete 9 Volume set)	UsedGood	74.99	No		Yes	1	1	0	0	1	0.91	0	0	0	0	0	0
048-NPS-6.20.24-Jim-124	X004ADTE79	1565341953	The Yearbook of Education Law 2023	UsedGood	109.47	No		Yes	1	1	0	0	1	0.03	0	0	0	0	0	0
048-NPS-6.20.24-Jim-168	X004ADG7G5	0486678709	Introduction to Graph Theory (Dover Books on Mathematics)	UsedGood	10.51	No		Yes	0	0	0	0	0	0.01	0	0	0	0	0	0
048-NPS-7.25.24-Jim-473	X004C25S7X	059364171X	Angels Fall	UsedGood	7.09	No		Yes	1	1	0	0	4	0.02	3	0	0	0	0	0
049-Bookmine-Amaz-8.19.24-Jim-846	X004D4Y2JP	126036657X	Let's Code It! 2019-2020 Code Edition	UsedGood	65.00	No		Yes	1	0	0	1	1	0.09	0	0	0	0	0	0
049-DeseretIndust-5.23.24-Jim-655	X00494CJAX	1591166829	X/1999, Vol. 17: Suite	UsedAcceptable	12.01	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
049-DeseretIndust-7.12.24-Jim-656	X004BI41CB	0967202612	How to Hydroponics	UsedGood	13.69	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
049-DeseretIndust-8.19.24-Jim-803	X004D5275P	1629720410	What Makes Us Sisters	UsedGood	10.97	No		Yes	1	1	0	0	1	0.01	0	0	0	0	0	0
049-NPS-6.20.24-Jim-677	X004ADQYLX	0982338317	The Nourishing Traditions Book of Baby & Child Care	UsedGood	19.16	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
049-NPS-7.25.24-Jim-104	X004C23M0D	1529049423	Casting Off (Cazalet Chronicles)	UsedGood	20.63	No		Yes	1	1	0	0	4	0.04	3	0	0	0	0	0
050-Bookmine-Amaz-8.19.24-Jim-009	X004D51VGL	126036657X	Let's Code It! 2019-2020 Code Edition	UsedAcceptable	58.98	No		Yes	1	0	0	1	1	0.09	0	0	0	0	0	0
050-Bookmine-Amaz-8.19.24-Jim-790	X004D4XYW1	1284173259	Essentials of Public Health (Essential Public Health)	UsedAcceptable	39.95	No		Yes	2	0	0	2	2	0.03	0	0	0	0	0	0
050-Bookmine-Amaz-8.19.24-Jim-945	X004D4Y029	1284173259	Essentials of Public Health (Essential Public Health)	UsedGood	39.95	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
050-DeseretIndust-5.23.24-Jim-334	X00494KBVH	1421513919	Uzumaki, Volume 3 (2nd Edition)	UsedAcceptable	29.34	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
050-DeseretIndust-7.12.24-Jim-253	X004BHVTAJ	1784969303	Hallowed Knights: Black Pyramid (2)	UsedGood	44.81	No		Yes	1	1	0	0	1	0.03	0	0	0	0	0	0
050-NPS-6.20.24-Jim-907	X004ADVPXZ	1250887933	Only If You're Lucky: A Novel	UsedAcceptable	18.29	No		Yes	0	0	0	0	0	0.05	0	0	0	0	0	0
050-NPS-7.25.24-Jim-661	X004C23M67	0785211578	Where to Find It in the Bible: The Ultimate A to Z Resource	UsedGood	8.29	No		Yes	0	0	0	0	3	0.06	3	0	0	0	0	0
051-DeseretIndust-5.23.24-Jim-751	X00494F45F	1591826276	Pita-Ten, Volume 1	UsedAcceptable	8.09	No		Yes	1	1	0	0	1	0.01	0	0	0	0	0	0
051-DeseretIndust-7.12.24-Jim-692	X004BI4JS7	1784966215	Plague Garden (1) (Hallowed Knights)	UsedGood	35.51	No		Yes	1	1	0	0	1	0.03	0	0	0	0	0	0
051-NPS-6.20.24-Jim-024	X004ADVQ2F	1648764916	The Fascinating Engineering Book for Kids: 500 Dynamic Facts! (Fascinating Facts)	UsedGood	10.75	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
051-NPS-7.25.24-Jim-829	X004C23MAX	1465458565	The Psychology Book: Big Ideas Simply Explained (DK Big Ideas)	UsedGood	9.61	No		Yes	0	0	0	0	3	0.07	3	0	0	0	0	0
052-DeseretIndust-5.23.24-Jim-944	X00494F4F5	1591820561	Mars, Book 5	UsedAcceptable	22.49	No		Yes	0	0	0	0	0	0.01	0	0	0	0	0	0
052-DeseretIndust-7.12.24-Jim-054	X004BI4JSR	0142180092	Nuns and Soldiers (Penguin Twentieth-Century Classics)	UsedGood	15.47	No		Yes	1	1	0	0	1	0.03	0	0	0	0	0	0
052-NPS-7.25.24-Jim-820	X004C25SP5	052561849X	The Wedding Guest: An Alex Delaware Novel	UsedGood	11.89	No		Yes	1	1	0	0	4	0.05	3	0	0	0	0	0
053-DeseretIndust-5.23.24-Jim-649	X00494RNCR	1451623534	For the Common Defense: A Military History of the United States from 1607 to 2012, 3rd Edition	UsedGood	14.95	No		Yes	0	0	0	0	0	0.06	0	0	0	0	0	0
053-DeseretIndust-6.20.24-Jim-709	X004ADUG3F	1529406366	Before and After: the incredible real-life story behind the heart-breaking bestseller Before We Were Yours	UsedGood	9.98	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
053-DeseretIndust-7.12.24-Jim-005	X004BI4KN1	0345442725	"It Was a Dark and Stormy Night, Snoopy"	UsedGood	14.81	No		Yes	0	0	0	0	0	0.01	0	0	0	0	0	0
053-DeseretIndust-7.25.24-Jim-328	X004C275U1	0520066103	Mandarin Chinese: A Functional Reference Grammar	UsedGood	14.45	No		Yes	0	0	0	0	3	0.04	3	0	0	0	0	0
054-DeseretIndust-5.23.24-Jim-159	X00494MWA5	1621578763	It Wasn't About Slavery: Exposing the Great Lie of the Civil War	UsedGood	55.56	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
054-DeseretIndust-6.20.24-Jim-565	X004ADTHWL	B09NR5R6DB	A New Life Promise: How to Heal Your Body, Find Joy, and Bring Glory to God	UsedGood	16.19	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
054-DeseretIndust-7.12.24-Jim-139	X004BI4KZT	B000YQWQZ2	The Kingdom and the Crown Trilogy: Set Vols. 1-3 - Fishers of Men/Come Unto Me/Behold the Man	UsedGood	37.85	No		Yes	1	1	0	0	1	0.21	0	0	0	0	0	0
054-NPS-7.25.24-Jim-107	X004C22777	B09WHQBXJK	My Daughter�s Keeper: A WW2 Historical Novel, Based on a True Story of a Jewish Holocaust Survivor (World War II Brave Women Fiction)	UsedGood	12.99	No		Yes	0	0	0	0	3	0.03	3	0	0	0	0	0
055-DeseretIndust-5.23.24-Jim-649	X00494MUZH	1401205364	Swan VOL 02 (Swan (Graphic Novels))	UsedAcceptable	32.00	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
055-DeseretIndust-6.20.24-Jim-139	X004ADWA75	0932940021	Encyclopedia of 7700 Illustrations: Signs of the Times	UsedGood	20.99	No		Yes	0	0	0	0	0	0.09	0	0	0	0	0	0
055-NPS-7.25.24-Jim-048	X004C27673	1401341187	The Bag Lady Papers: The Priceless Experience of Losing It All	UsedGood	11.00	No		Yes	1	1	0	0	4	0.02	3	0	0	0	0	0
056-DeseretIndust-7.25.24-Jim-700	X004C20TUJ	0143111884	Psycho-Cybernetics Deluxe Edition: The Original Text of the Classic Guide to a New Life	UsedAcceptable	16.19	No		Yes	0	0	0	0	3	0.03	3	0	0	0	0	0
057-DeseretIndust-5.23.24-Jim-377	X00494N083	0975475827	Private Access: Behind the Gates of America's Premiere Horse Farms and Ranches	UsedGood	63.97	No		Yes	1	1	0	0	1	0.1	0	0	0	0	0	0
057-DeseretIndust-7.25.24-Jim-688	X004C272ZJ	1628603917	Keto Air Fryer: 100+ Delicious Low-Carb Recipes to Heal Your Body & Help You Lose Weight	UsedGood	15.13	No		Yes	0	0	0	0	3	0.03	3	0	0	0	0	0
058-DeseretIndust-7.25.24-Jim-290	X004C20UC1	1950057100	BIFF for CoParent Communication: Your Guide to Difficult Texts, Emails, and Social Media Posts (Conflict Communication Series, 3)	UsedGood	14.00	No		Yes	1	1	0	0	4	0.01	3	0	0	0	0	0
059-DeseretIndust-5.23.24-Jim-656	X00494WA1L	1462121543	Gourmet Popcorn: 100 Recipes for Any Occasion	UsedGood	29.77	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
059-DeseretIndust-5.23.24-Jim-823	X00494OR0D	1606412302	Finding God in the Garden: Planting, Pruning, and the Plan of Happiness	UsedGood	17.53	No		Yes	1	1	0	0	1	0.01	0	0	0	0	0	0
059-DeseretIndust-7.25.24-Jim-780	X004C273E9	1250864623	Killing the Mob (Bill O'Reilly's Killing Series)	UsedAcceptable	12.14	No		Yes	0	0	0	0	3	0.02	3	0	0	0	0	0
060-DeseretIndust-5.23.24-Jim-985	X00494WBG5	141663066X	The Definitive Guide to Instructional Coaching: Seven Factors for Success	UsedGood	12.93	No		Yes	0	0	0	0	0	0.03	0	0	0	0	0	0
060-DeseretIndust-7.25.24-Jim-355	X004C20UP3	1629722154	Bonds that Make Us Free: Healing Our Relationships, Coming to Ourselves	UsedAcceptable	18.03	No		Yes	1	1	0	0	4	0.03	3	0	0	0	0	0
061-DeseretIndust-5.23.24-Jim-108	X00494WBH9	1936706210	Uncovering the Logic of English: A Common-Sense Approach to Reading, Spelling, and Literacy	UsedGood	12.89	No		Yes	0	0	0	0	0	0.02	0	0	0	0	0	0
061-DeseretIndust-7.25.24-Jim-590	X004C25JZJ	0760312168	Dry Lakes and Drag Strips: The American Hot Rod	UsedAcceptable	29.68	No		Yes	1	1	0	0	4	0.03	3	0	0	0	0	0
062-DeseretIndust-5.23.24-Jim-816	X00494QPGH	1629721484	The Holy Week for Latter-day Saint Families	UsedGood	6.99	No		Yes	1	1	0	0	1	0.01	0	0	0	0	0	0
062-NPS-7.25.24-Jim-448	X004C25KQR	B003XNBZK0	Gig Book 1	UsedGood	37.75	No		Yes	1	1	0	0	4	0.06	3	0	0	0	0	0
063-DeseretIndust-5.23.24-Jim-349	X00494QRW9	1639930310	The Law of Love	UsedGood	12.74	No		Yes	1	1	0	0	1	0.01	0	0	0	0	0	0
063-DeseretIndust-7.25.24-Jim-564	X004C22A6F	0990997634	Tree Spirits	UsedGood	10.47	No		Yes	0	0	0	0	3	0.02	3	0	0	0	0	0
064-DeseretIndust-5.23.24-Jim-395	X00494QPIF	1608180670	To the Ocean Deep (Great Expeditions)	UsedGood	10.50	No		Yes	1	1	0	0	1	0.02	0	0	0	0	0	0
064-DeseretIndust-7.25.24-Jim-665	X004C22AHT	B003AO75AQ	The Work And The Glory Gerald Lund 9 Volume Hardcover Set Vol 1. Pillar of Light 2. Like a Fire is Burning 3. Truth will Prevail 4. Thy Gold To Refine 5. A seson of Joy 6. Praise The Man 7. No Unhallowed Hand 8. So Great a Cause 9. All is Well (The Work And The Glory, Complete 9 Volume set)	UsedGood	68.55	No		Yes	0	0	0	0	1	0.91	1	0	0	0	0	0
064-DeseretIndust-7.30.24-Jim-805	X004C8RTWJ	140196995X	10x Is Easier Than 2x: How World-Class Entrepreneurs Achieve More by Doing Less	UsedGood	14.21	No		Yes	0	0	0	0	2	0.03	2	0	0	0	0	0
065-DeseretIndust-7.26.24-Jim-408	X004C3LIQR	0870449702	Historical Atlas of the United States	UsedGood	60.00	No		Yes	0	0	0	0	1	0.22	1	0	0	0	0	0
065-DeseretIndust-7.30.24-Jim-675	X004C8OGVB	B08XLLF3PG	Stop Overthinking: 23 Techniques to Relieve Stress, Stop Negative Spirals, Declutter Your Mind, and Focus on the Present (The Path to Calm)	UsedGood	10.24	No		Yes	0	0	0	0	2	0.02	2	0	0	0	0	0
066-DeseretIndust-5.23.24-Jim-486	X00494N1QJ	0345508238	School Rumble 14/15/16	UsedGood	49.90	No		Yes	1	1	0	0	1	0.03	0	0	0	0	0	0
066-DeseretIndust-5.23.24-Jim-797	X00494URBB	B003AO75AQ	The Work And The Glory Gerald Lund 9 Volume Hardcover Set Vol 1. Pillar of Light 2. Like a Fire is Burning 3. Truth will Prevail 4. Thy Gold To Refine 5. A seson of Joy 6. Praise The Man 7. No Unhallowed Hand 8. So Great a Cause 9. All is Well (The Work And The Glory, Complete 9 Volume set)	UsedGood	74.45	No		Yes	0	0	0	0	0	0.91	0	0	0	0	0	0
066-DeseretIndust-7.26.24-Jim-971	X004C3NN6Z	0880292393	The Wall Chart of World History: From Earliest Times To The Present	UsedGood	39.99	No		Yes	0	0	0	0	3	0.06	3	0	0	0	0	0
066-DeseretIndust-7.30.24-Jim-712	X004C8TTKT	069112745X	Sacred Mathematics: Japanese Temple Geometry	UsedGood	27.69	No		Yes	0	0	0	0	2	0.06	2	0	0	0	0	0
067-DeseretIndust-7.30.24-Jim-155	X004C8TTQ3	0593115058	The Tiny Chef: and da mishing weshipee blook	UsedGood	9.85	No		Yes	1	1	0	0	3	0.02	2	0	0	0	0	0
067-NPS-5.23.24-Jim-207	X00494WBWJ	1982187689	Dumb Ideas: A Behind-the-Scenes Expos� on Making Pranks and Other Stupid Creative Endeavors (and How You Can Also Too!)	UsedAcceptable	14.66	No		Yes	1	1	0	0	1	0.04	0	0	0	0	0	0
068-DeseretIndust-7.30.24-Jim-969	X004C8OHBF	0769263054	Green Day - Nimrod	UsedAcceptable	28.99	No		Yes	1	1	0	0	3	0.02	2	0	0	0	0	0
069-DeseretIndust-7.30.24-Jim-387	X004C8TXLT	1496458273	The Peasant King	UsedGood	12.03	No		Yes	0	0	0	0	1	0.04	1	0	0	0	0	0
069-DeseretIndust-7.30.24-Jim-845	X004C8OHER	1496458273	The Peasant King	UsedAcceptable	12.03	No		Yes	0	0	0	0	1	0.04	1	0	0	0	0	0
070-DeseretIndust-7.30.24-Jim-395	X004C8OJE5	B003AO75AQ	The Work And The Glory Gerald Lund 9 Volume Hardcover Set Vol 1. Pillar of Light 2. Like a Fire is Burning 3. Truth will Prevail 4. Thy Gold To Refine 5. A seson of Joy 6. Praise The Man 7. No Unhallowed Hand 8. So Great a Cause 9. All is Well (The Work And The Glory, Complete 9 Volume set)	UsedGood	74.99	No		Yes	1	1	0	0	2	0.91	1	0	0	0	0	0
072-NPS-5.23.24-Jim-581	X00494VZET	1118862414	Managing the Unexpected: Sustained Performance in a Complex World	UsedGood	8.92	No		Yes	1	1	0	0	1	0.03	0	0	0	0	0	0
073-NPS-5.23.24-Jim-641	X00494OS6B	1784887358	Self-care for Eco-Anxiety: 52 Weekly Practices for Positive, Personal Change Through the Power of Nature	UsedAcceptable	15.71	No		Yes	1	1	0	0	1	0.01	0	0	0	0	0	0
